NAME;CPUS;SHARED_CPU;MEMORY_GB;DEPRECATED;ZONE
c2d-highcpu-32;32;False;64.00;;us-central1-c
c2d-highcpu-32;32;False;64.00;;us-central1-d
c2d-highcpu-32;32;False;64.00;;us-central1-f
c2d-highcpu-32;32;False;64.00;;us-east1-b
c2d-highcpu-32;32;False;64.00;;us-east1-c
c2d-highcpu-32;32;False;64.00;;us-east1-d
c2d-highcpu-32;32;False;64.00;;us-east4-a
c2d-highcpu-32;32;False;64.00;;us-east4-b
c2d-highcpu-32;32;False;64.00;;us-east4-c
c2d-highcpu-4;4;False;8.00;;asia-east1-a
c2d-highcpu-4;4;False;8.00;;asia-east1-b
